public_metrics,created_at,id,text,reply_settings,conversation_id,source,author_id,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-18T18:25:54.000Z,170937095802716160,Serata #depressed,everyone,170937095802716160,Twitter for iPhone,331539040,es,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [11.22112046, 43.77085297]}, 'place_id': '521b6f591c4b3ce8'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-16T20:37:31.000Z,170245442200805376,@someuser :o nnooo #depressed,everyone,170243979902857216,Twitter for BlackBerry®,333765494,it,#depressed,,"[{'type': 'replied_to', 'id': '170243979902857216'}]",37651933
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-14T16:14:51.000Z,169454565337464833,Aula d filosofia! #depressed,everyone,169454565337464833,Twitter for BlackBerry®,290520437,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-12T15:20:44.000Z,168716169971367936,Ciclovia o pelicula? #depressed :(,everyone,168716169971367936,Twitter for BlackBerry®,146968820,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-11T21:02:59.000Z,168439915577749504,serão de sábado à noite. arrumar a secretária e deixar tudo pronto para o primeiro dia de aulas. #depressed.,everyone,168439915577749504,Twitter Web Client,107774092,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-11T01:28:44.000Z,168144405893611521,eu amo quando eu to morrendo de saudades de alguem/algumas pessoas e eu fico chamando pra sair e resolvem me ignorar :) #depressed #teen,everyone,168144405893611521,Twitter for iPhone,108465117,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-08T14:47:54.000Z,167258356971610112,No bbm #depressed :(,everyone,167258356971610112,Twitter for BlackBerry®,150753406,in,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-02-08T04:00:12.000Z,167095357052948480,@someuser eee cute marraa ;;) #Depressed,everyone,167094894152790016,Twitter for iPhone,294529426,pt,#depressed,,"[{'type': 'replied_to', 'id': '167094894152790016'}]",271603858
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-08T01:13:51.000Z,167053493977350146,@someuser ditto.... #NomorecoachSanders. #depressed,everyone,167053319859208193,Twitter for iPad,300298984,it,#depressed,,"[{'type': 'replied_to', 'id': '167053319859208193'}]",301241503
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-05T16:59:17.000Z,166204257379418112,Minha filha só está me dando desgosto ultimamente: primeiro diz que é corinthiana e agora diz que quer ver (e que ama) Crepúsculo #Depressed,everyone,166204257379418112,Twitter Web Client,263008252,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-05T16:01:38.000Z,166189748925382658,"quando o meu irmão entender que não precisa de ir ao circo para ver palhaços , vai-me dar razão. #depressed",everyone,166189748925382658,Mobile Web,260999639,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-02-02T20:43:20.000Z,165173476158750721,Pas facile facile le retour | @someuser @someuser | #depressed,everyone,165173476158750721,Twitter for iPhone,390669990,fr,#depressed,,,27675221
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-02-02T05:12:07.000Z,164939130499899392,OMG!!! JUNSUUUUUII~~~~~ :( #depressed,everyone,164939130499899392,TwitBird,235279580,nl,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-31T05:12:40.000Z,164214493658890241,Oreos n Milk :/ #Depressed,everyone,164214493658890241,Twitter Web Client,415213551,en,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-30T03:13:41.000Z,163822162296315905,QUAL É O PROBLEMA DE EU E O JUSTIN ESTARMOS NO MSM LUGAR? SERIO? AGORA ELE TA EM MIAMI (me deem um tiro) -.-- #depressed,everyone,163822162296315905,Twitter Web Client,152791446,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-26T04:28:46.000Z,162391506269896704,Mizzou| #depressed,everyone,162391506269896704,Twitter for iPhone,254803512,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-23T00:15:57.000Z,161240719485435904,@someuser @someuser HORROR. Com sobreviurem??? :( #depressed,everyone,161240311304171520,Twitter Web Client,78390187,pt,#depressed,,"[{'type': 'replied_to', 'id': '161240311304171520'}]",62662320
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-22T03:10:30.000Z,160922255520567296,ou vc ta sem sono mesmo #depressed,everyone,160922255520567296,Twitter for iPhone,52720311,pt,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [-42.0215193, -22.88019595]}, 'place_id': 'd42f80e40fa33567'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-21T20:17:24.000Z,160818298823520256,#depressed Novidade né?,everyone,160818298823520256,Twitter Web Client,272072535,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-21T17:48:50.000Z,160780910269177856,Deixei o PC descansando. As vezes essa droga fica sem graça. #depressed,everyone,160780910269177856,Twitter Web Client,272072535,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-18T22:24:16.000Z,159763058535825408,"é triste lembrar que as férias já estão acabando, e que daqui a pouco vou ter que voltar pra escola, af, #depressed",everyone,159763058535825408,Twitter Web Client,187329508,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-17T00:59:28.000Z,159077342487126016,Almost to concordia.....concordia ahhh.... #depressed,everyone,159077342487126016,Twitter SMS,120933543,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-13T23:16:49.000Z,157964345509289984,@someuser heheheheheh #depressed ;),everyone,157963988074889216,Twitter Web Client,234981739,tl,#depressed,,"[{'type': 'replied_to', 'id': '157963988074889216'}]",370312175
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-13T02:37:55.000Z,157652566023487489,Melo :( #depressed,everyone,157652566023487489,Twitter for BlackBerry®,210877929,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-12T14:44:49.000Z,157473107769180161,"Fome, mas não quero comer sou gorda. #depressed",everyone,157473107769180161,Twitter Web Client,36490564,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-11T18:08:47.000Z,157162051129708544,tente tirar o 400 e colocar 1000... THIS!! RT @someuser Você consegue 400 stickers no GetGlue. Nenhum chega até você. #depressed,everyone,157162051129708544,Twitter Web Client,24489592,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-10T14:11:30.000Z,156739947196461056,Masoq minhas aulas ja voltam dia 06/02? WHY????v #depressed,everyone,156739947196461056,Mobile Web,29883049,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-08T00:33:44.000Z,155809376375029760,@someuser GASP!!! #depressed,everyone,155809376375029760,Twitter for iPhone,168351908,en,#depressed,,,102909301
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-06T20:44:04.000Z,155389189448417280,À craqué face à #500choristes je vais me couche et demande à #Johnny par pitié darreter le Botox #depressed,everyone,155389189448417280,Twitter for iPhone,73964268,fr,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [2.3541299, 48.86680018]}, 'place_id': '7238f93a3e899af6'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-06T12:32:38.000Z,155265516485881856,"perdi o sono desde as 6, fiquei deitado até agora ouvindo música #Depressed",everyone,155265516485881856,Twitter Web Client,330067529,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-01-06T01:52:36.000Z,155104448132300801,Listening to Pandora #depressed..:/,everyone,155104448132300801,Twitter for iPhone,352424350,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-04T20:25:07.000Z,154659644516737024,@someuser no bobbbys at carlinos #depressed,everyone,154659644516737024,Twitter for BlackBerry®,310032932,pt,#depressed,,,380025324
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-01-04T17:30:00.000Z,154615574863941633,"#depressed #movingtoSA, otw back to OCanada.",everyone,154615574863941633,Twitter for iPhone,387767259,pl,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-03T20:29:42.000Z,154298409090691072,"@someuser Ahh que é isso,ficou melhor agora!xD Mas não tem informação de preço de cd com poster?Eu nao tenho nenhum!TT #depressed",everyone,154297142779973633,Twitter Web Client,245514153,pt,#depressed,,"[{'type': 'replied_to', 'id': '154297142779973633'}]",28092098
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-02T11:41:51.000Z,153803187114098689,Bye Florida :(  #depressed,everyone,153803187114098689,Twitter for BlackBerry®,272625721,pt,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [-81.47126, 28.42749]}, 'place_id': '47714ca85c3d8474'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-02T00:51:38.000Z,153639547312406529,Part 1 #depressed http://someurl,everyone,153639547312406529,Twitter for iPhone,28910830,en,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-26T17:23:42.000Z,151352497955536896,E tido o que eu queria era comprar umas botas lindas e afinal não gosto delas. #depressed,everyone,151352497955536896,Twitter for BlackBerry®,43967591,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-26T12:50:11.000Z,151283664871890945,"poxa..até meus primos disseram que eu estou muito branca...| #depressed| PRAIA,NOW! Ò.Ó",everyone,151283664871890945,Twitter Web Client,405916964,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-25T01:34:46.000Z,150751306628345857,#Depressed aqui com som do exalta,everyone,150751306628345857,Twitter Web Client,55255785,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-23T01:50:06.000Z,150030386448171008,"Justin Bieber agora.... poxa, eu queria ter visto Melanir #depressed",everyone,150030386448171008,Twitter Web Client,76150984,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-23T00:07:04.000Z,150004456602341376,Cam pete #depressed,everyone,150004456602341376,Twitter for iPhone,371441292,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-21T16:18:33.000Z,149524166196985856,OXEGEN WTFFF #depressed :(,everyone,149524166196985856,Twitter Web Client,425378161,da,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-21T14:57:33.000Z,149503779237134336,"Odeio aquele filme deprimente que se vê, cheia de fé, e nos deixa #depressed o resto do dia",everyone,149503779237134336,Twitter for BlackBerry®,43967591,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2011-12-20T15:26:44.000Z,149148737862778881,@someuser Sobra.. #depressed,everyone,149148592341393408,Twitter Web Client,375500381,pt,#depressed,,"[{'type': 'replied_to', 'id': '149148592341393408'}]",381526875
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-20T02:39:30.000Z,148955657855451136,ok não vejo nada #depressed,everyone,148955657855451136,Twitter Web Client,437978991,pt,#depressed,,,
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-19T15:53:22.000Z,148793053157670912,"como é que mesmo conhecendo um monte de gente, me posso sentir sozinha e sem amigos? #depressed",everyone,148793053157670912,Twitter Web Client,153553740,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-17T23:15:06.000Z,148179439228960769,@someuser no pavilhão atlântico e eu na internet #depressed,everyone,148179439228960769,Twitter Web Client,435164726,pt,#depressed,,,79293791
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-16T22:12:39.000Z,147801336438718464,poxa...primeiro dia sem aula de hip hop..#depressed,everyone,147801336438718464,Twitter Web Client,405916964,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-15T22:47:31.000Z,147447725678526466,No florida. #depressed,everyone,147447725678526466,Twitter SMS,417445149,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-14T23:37:51.000Z,147098004321607680,@someuser cala-te que tou #depressed!!,everyone,147096575087362049,Twitter for BlackBerry®,100365420,fr,#depressed,,"[{'type': 'replied_to', 'id': '147096575087362049'}]",277127967
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2011-12-13T12:32:51.000Z,146568262606536704,"@someuser meh, valeu de qualquer modo.#depressed pke nunca encontro barato#",everyone,146567181306560512,Twitter Web Client,405916964,pt,#depressed,,"[{'type': 'replied_to', 'id': '146567181306560512'}]",50449101
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-11T07:27:34.000Z,145766660903669760,Booooo!!! @someuser is no longer a Mav!! #depressed,everyone,145766660903669760,Twitter for iPhone,40410407,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-06T06:18:34.000Z,143937355496177664,#depressed deuces ,everyone,143937355496177664,Twitter for iPhone,93512201,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-30T18:30:52.000Z,141947317992439808,@someuser Tambem tas a ver agora o victorias secret fashion show? tou a ver no youtube e tambem tou a pensar a mesma coisa #depressed,everyone,141946513629782016,Twitter Web Client,291945941,pt,#depressed,,"[{'type': 'replied_to', 'id': '141946513629782016'}]",58499973
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2011-11-28T17:46:15.000Z,141211316093321216,vc sonha em trabalhar com jornalismo esportivo e tem que fazer matéria sobre azeite na realidade... #depressed,everyone,141211316093321216,Twitter Web Client,29262913,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-28T02:58:06.000Z,140987802010652673,#OMG #TheWalkingDead has me sooo #Depressed :( SooofffIiaaaaaa x_x,everyone,140987802010652673,Mobile Web,85956566,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-27T22:54:36.000Z,140926525053739008,Ja nao tenho +1 follower desde ha 5 dias #depressed,everyone,140926525053739008,Twitter for BlackBerry®,394208324,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-22T19:53:06.000Z,139068908547223552,No benfica scores #depressed,everyone,139068908547223552,UberSocial for BlackBerry,104117886,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-20T19:32:35.000Z,138338969871073281,bye umass #depressed,everyone,138338969871073281,Twitter for iPhone,288038986,tl,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-19T13:04:40.000Z,137878961765093376,"Ainda bem que tenho uma festa de 18anos hoje, estou mesmo a precisar #Depressed",everyone,137878961765093376,Twitter Web Client,87780136,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-16T18:24:00.000Z,136872158252122112,#DEPRESSED! DPMO,everyone,136872158252122112,Twitter for BlackBerry®,197917091,in,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-14T18:00:44.000Z,136141530023985152,Bye Florida :( #depressed,everyone,136141530023985152,Twitter for iPhone,375953812,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-13T18:34:47.000Z,135787708000903169,che poi sto tweet è figo e lo hanno RT solo in due #DEPRESSED http://someurl,everyone,135787708000903169,Twitter Web Client,180895510,it,#depressed,,"[{'type': 'quoted', 'id': '135784106985390080'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-11T14:13:22.000Z,134997146536656897,"Ah, caramba! Que merda de vida! I feel #depressed",everyone,134997146536656897,Twitter Web Client,85631608,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-11T11:58:38.000Z,134963238243811328,@someuser o/ valeu por responder. Estava #depressed por ninguém ter dito nada. Resp: pq tem mais gente q fala inglês a ele?,everyone,134792112075046913,Twitter for iPad,6154382,pt,#depressed,,"[{'type': 'replied_to', 'id': '134792112075046913'}]",37136604
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-10T17:35:05.000Z,134685521640292352,Quer me deixar down é falar da minha linda bundinha de Kim K... -n #depressed,everyone,134685521640292352,UberSocial for BlackBerry,23451258,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-10T03:22:40.000Z,134471005396680704,"@someuser =OOO EU FUI TRO-CA-DA? *chora* Mas, mas... você disse que eu era única e #depressed",everyone,134470323109236737,Twitter Web Client,67794080,pt,#depressed,,"[{'type': 'replied_to', 'id': '134470323109236737'}]",67352947
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-08T16:44:42.000Z,133948068826587138,#depressed :( Ahhaa,everyone,133948068826587138,Twitter Web Client,364989186,it,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-08T03:06:01.000Z,133742038003884032,Que tristeza #depressed,everyone,133742038003884032,Twitter for iPhone,280809299,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-07T22:43:16.000Z,133675916416139264,"keria um cafuné , a gatinha não curte beijos e vira-me a cara e o óskar bicou-me... <--- #depressed",everyone,133675916416139264,TweetDeck,51140266,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-07T18:33:27.000Z,133613047372713984,Me juí. #depressed,everyone,133613047372713984,Twitter for BlackBerry®,89624441,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-04T11:54:16.000Z,132425426424446977,"Decepção não mata, ensina a beber. Sou prova viva disso. LOL #depressed",everyone,132425426424446977,Twitter Web Client,139937150,pt,#depressed,{'place_id': '7511a334a8980a29'},,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-03T21:51:50.000Z,132213418630447104,Precious #depressed,everyone,132213418630447104,Twitter Web Client,345559465,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-31T23:42:23.000Z,131154076158271488,Mas o menos?? :s RT @someuser: #Depressed,everyone,131154076158271488,Twitter Web Client,361957085,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-27T18:06:45.000Z,129620059780952064,Se va.#depressed,everyone,129620059780952064,Twitter for BlackBerry®,279659935,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-26T23:44:19.000Z,129342623277256704,@someuser  o Então bate ae manolo: O/\O #depressed,everyone,129342623277256704,Twitter Web Client,385682296,pt,#depressed,,,342764501
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-26T02:32:19.000Z,129022514675453953,Pandora & bed #depressed :/,everyone,129022514675453953,Twitter SMS,96197069,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-24T00:57:10.000Z,128273795545960448,@someuser @someuser gasp #depressed,everyone,128273622459629568,Twitter for iPad,64771960,en,#depressed,,"[{'type': 'replied_to', 'id': '128273622459629568'}]",361289223
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-23T20:37:43.000Z,128208502945628160,@someuser  ASHAUSHA pode esperar hein U.U é né .. O.O #depressed,everyone,128208502945628160,Twitter Web Client,385682296,pt,#depressed,,,210664503
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-20T16:30:36.000Z,127059146133614593,#depressed? hehe!!! http://someurl,everyone,127059146133614593,Twitter Web Client,55191092,tl,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-20T11:17:38.000Z,126980388374589441,não consegui assistir PLL ontem D: #depressed,everyone,126980388374589441,Mobile Web,76150984,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-20T02:25:01.000Z,126846351467233282,@someuser LIAR. #depressed #haha,everyone,126793927180292097,Twitter for Android,304790120,es,#depressed,,"[{'type': 'replied_to', 'id': '126793927180292097'}]",20599418
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-08T20:08:43.000Z,122765384679034881,E eu que nem uma vejo. #depressed RT @someuser Já vi umas 15 estrelas a cair. posso dormir na rua?,everyone,122765384679034881,Tweets60dm,152265298,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-08T19:44:11.000Z,122759213175930881,@someuser ok não vejo nada #depressed,everyone,122759213175930881,Tweets60dm,152265298,pt,#depressed,,,50782672
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2011-10-08T16:39:26.000Z,122712719764885504,@someuser que flojera:( #depressed,everyone,122710156046897153,Twitter for iPhone,169779727,pt,#depressed,,"[{'type': 'replied_to', 'id': '122710156046897153'}]",157425192
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-06T22:53:03.000Z,122081967553523714,singing Fairouz #depressed,everyone,122081967553523714,Twitter for iPad,162358258,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-05T17:47:39.000Z,121642719931142144,"Sério, já pode surtar com o tanto de coisa para eu resolver? Ah tá. #depressed",everyone,121642719931142144,UberSocial for BlackBerry,14715747,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-05T09:14:19.000Z,121513538840825856,@someuser Ouvi. Só lembram de mim pra me culpar. #depressed,everyone,121513225081729024,Saezuri,24212409,pt,#depressed,,"[{'type': 'replied_to', 'id': '121513225081729024'}]",28972419
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-05T01:12:01.000Z,121392160804311041,No #glee til november? #depressed,everyone,121392160804311041,Twitter for Android,32938877,no,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-03T03:41:33.000Z,120705015739453440,Minha gente Guns vai tocar 39 músicas é?! AHAHAHAHA #depressed #RiR,everyone,120705015739453440,Twitter Web Client,16863438,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-02T20:04:14.000Z,120589930618560513,E que diazinho de merda hoje #depressed,everyone,120589930618560513,Twitter Web Client,160316641,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-09-28T03:57:18.000Z,118897041148624896, #depressed| Pandora flow,everyone,118897041148624896,Twitter for iPhone,308886916,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2011-09-27T17:15:05.000Z,118735423756435456,@someuser Pffff ... Nem isso eu tenho aqui. #depressed,everyone,118734893126664194,Twitter Web Client,63879860,pt,#depressed,,"[{'type': 'replied_to', 'id': '118734893126664194'}]",227750743
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-09-26T17:56:44.000Z,118383514864451585,Chorar ou estudar?! #depressed,everyone,118383514864451585,Twitter for iPhone,51230567,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-09-26T14:17:35.000Z,118328367786369025,#np stan - eminem ft dido #depressed,everyone,118328367786369025,Twitter for BlackBerry®,82895389,en,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-09-22T21:06:53.000Z,116981818036723712,Se eu não tivesse que estudar Física III meu dia estaria sendo bem melhor... #depressed,everyone,116981818036723712,Twitter Web Client,160316641,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2011-09-22T01:42:26.000Z,116688774980833280,"@someuser Vi que tu foi no Emirates! Eu morava em um daqueles prédios verdes, bem ao lado... Awwwwwwww :~ #depressed hahah",everyone,116688774980833280,Twitter Web Client,14715747,pt,#depressed,,,13481702
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-09-21T19:56:53.000Z,116601812936691712,REM anuncia que banda acabou http://someurl enquanto Restart é indicada à premiação da MTV na Europa http://someurl #depressed,everyone,116601812936691712,Choqok,292452849,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-09-18T19:00:17.000Z,115500405886156800,o que e que se faz em são pedro a meio de setembro num domingo? #depressed,everyone,115500405886156800,Twitter for BlackBerry®,373590987,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2011-09-18T07:52:49.000Z,115332432588320768,@someuser #depressed! so do app state & florida :),everyone,115331835768209408,Twitter Web Client,158278741,it,#depressed,,"[{'type': 'replied_to', 'id': '115331835768209408'}]",59972098
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-09-18T03:38:58.000Z,115268547986460672,@someuser pq estas #depressed?,everyone,115268547986460672,Twitter Web Client,207333491,pt,#depressed,,,277757782
