source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
Twitter Web Client,274505314680844288,611526110,everyone,274505314680844288,"Sa sobrang depress ko over B.A.P, di ko napanood ang perf. ng BB. #depressed #2012MAMA",2012-11-30T13:29:01.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Echofon,274473206709112832,121739125,everyone,274473206709112832,Di ako kumain ng dinner kagabi tapos lunch #depressed #walanggana #bigo #pagibig #saklap :((,2012-11-30T11:21:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,274428550524829696,215271721,everyone,274443470972792832,@someuser @someuser pwede na? Hahahaha kaso last year pa man. Taba ko na ngayon at hindi na flawless skin ko! Hahaha.. #depressed,2012-11-30T09:23:17.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '274442604320538624'}]",351471439,"{'coordinates': {'type': 'Point', 'coordinates': [0.0, 0.0]}}"
Twitter for BlackBerry®,274369769359167488,315096387,everyone,274369769359167488,Hahahahaha alololo Happy Big Family jugaaa :p RT @someuser @someuser mirul je ke T_T #Depressed,2012-11-30T04:30:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,274338370992365569,326432703,everyone,274338370992365569,fInna Leave Dha BrO iGz..!!!!...#Depressed,2012-11-30T02:25:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,274140638855954432,296628285,everyone,274140638855954432,"Pasayahin Nyo Nga Ako, Di Ko na Alam San Ako Huhugot Ng Source Of Happiness :( #DEPRESSED",2012-11-29T13:19:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,274083656174301184,155899405,everyone,274083656174301184,#depressed in pharm cal. result. =___= wala man lang effort? Kahit 2 points lng ohh. :-(,2012-11-29T09:33:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web,273512542607929345,812858689,everyone,273874158960656386,@someuser @someuser  how do u send yo own sister to iraq shuwa....| #depressed,2012-11-28T19:41:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '273819980397686784'}]",552634642,
Twitter for iPhone,273738511906136065,51464307,everyone,273738511906136065,May mga tao lang talaga na Hindi marunong mag-appreciate Ng mga ginagawa mo. Meron din yung insensitive... :( #depressed,2012-11-28T10:42:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,273693161832980480,632465680,everyone,273693161832980480,#bored #depressed #stressed.. BIGTI FRIEND,2012-11-28T07:41:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,273665681982107648,280835521,everyone,273665681982107648,cheese daw yung drawing kong coin :( HUHUHUHUUUU #depressed,2012-11-28T05:52:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,273262997043036161,94804183,everyone,273262997043036161,Bat ganun ang bata q pa di q na mapigil.. Whats wrong with me??! :-( #depressed#lonelygirl,2012-11-27T03:12:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,273080642244341761,336447841,everyone,273080642244341761,Sa dinamidami ng ininsertan ko ngayon isa lang ang pumasok. Ang sakit sa puso! #depressed #notmyday,2012-11-26T15:07:53.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Mac,273071800727007232,59087200,everyone,273071800727007232,>:D< RT “@someuser Eto talaga :(((((( RT @someuser Bakit si jasmin curtis pa!!!! #depressed”,2012-11-26T14:32:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,273020056064098304,257888286,everyone,273023769839284224,@someuser di ko matanggap na naka unfriend na ko aports #sadSwag #dissapointed #depressed,2012-11-26T11:21:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '273023081843396608'}]",135365530,
Instagram,273006617610575872,74602934,everyone,273006617610575872,Kakain n lng ako ng madami. #depressed @ Kenji Tei Ramen House http://someurl,2012-11-26T10:13:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,"{'coordinates': {'type': 'Point', 'coordinates': [121.02220416, 14.55311714]}}"
Mobile Web,273000716568776704,170343718,everyone,273000716568776704,Intloko yam ishushu kukhuphi mali ngo ingeyoyam.. #depressed,2012-11-26T09:50:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,272976864409174016,53805706,everyone,272988359780077568,@someuser bye bye #sadme #depressed haha,2012-11-26T09:01:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '272988195971559424'}]",165336517,
Twitter for Android,272956127329796097,423358173,everyone,272956127329796097,Ahhhh... Hindi ko na talaga mahanap ust and addidas shirts ko. Huhu. San kayo nagpunta? :((( #Depressed,2012-11-26T06:53:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,272734706074800130,448329308,everyone,272734706074800130,An ugut aku suruh download movie. #depressed lol,2012-11-25T16:13:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,272616190977925120,156921834,everyone,272616190977925120,haay! ano bang dapat kong gawin? #depressed,2012-11-25T08:22:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
TweetDeck,272555162843881472,56062371,everyone,272555162843881472,Ilang araw ng walang takbo o workout. Lech na asthma to. Lech na sakit to. Grrr!! Sira ang training. #Depressed,2012-11-25T04:19:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobiter,272350257738817537,223756279,everyone,272350257738817537,ARGH!!!! dpat hindi nanood mga single nito!!! #ZorenCarminaWedding #depressed,2012-11-24T14:45:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,272295673695707137,60016754,everyone,272295673695707137,"Tried to extract blood from myself. As usual, wala pa din. Sila nga di ako makunan, ako pa kaya. #depressed http://someurl",2012-11-24T11:08:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,272236222045372416,52051012,everyone,272236222045372416,Lagi ning increase akong grade sa uban na subject pero naa japon koy line of 7. :( #CardDay #Sad #Depressed #Disappointed,2012-11-24T07:12:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,272215257102032896,22197831,everyone,272215257102032896,Luka is #depressed - #whitedogproblems #baddog #meme #fluffy #furball http://someurl,2012-11-24T05:49:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,272036128226439168,736609692,everyone,272036128226439168,"Np: cool off by session road.. palayain ang isat isa kung tayo, tayo talaga! #single #depressed",2012-11-23T17:57:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,271962456790822914,312022563,everyone,271962456790822914,Promise pa2yat na Ulit ako.. #depressed #BadTrip,2012-11-23T13:04:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
UberSocial for Android,271954940069568512,94563549,everyone,271954940069568512,Nag sisisi na siya. Haha #Depressed,2012-11-23T12:34:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,271954666407985152,431732575,everyone,271954666407985152,Ang hirap mag organize ng tournament na may bayad. :-(  #depressed,2012-11-23T12:33:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,271914003570233344,75950305,everyone,271914003570233344,Tinatamad ako ng bongga.. I need some motivation .. Sana bukas ayos na ako .. #Depressed ako ehh.. ewan ko lang kung bakit ..,2012-11-23T09:52:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,271884610307256320,237660458,everyone,271884610307256320,payatit ko na :(( #depressed!,2012-11-23T07:55:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,271873165456715777,856172190,everyone,271873165456715777,"naa! kakarating ko lang ng wmmc, kumakain na ako. #Depressed",2012-11-23T07:09:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,271646166884687872,204316275,everyone,271740527521697792,@someuser @someuser ako nga 3 to 5 years mawawala eh :( #epal #depressed,2012-11-22T22:22:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '271649805581815809'}]",99124365,
Twitter Web Client,271631579841953792,636897478,everyone,271631579841953792,#depressed ako kanina ahah naiyak tuloy Xp,2012-11-22T15:09:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,271560688583987201,227557875,everyone,271560688583987201,Ang taba taba ko na ang dami ko pang pimples!!! Yun totoo??? Ano na lang natira? Wala na!!!! #depressed,2012-11-22T10:28:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Feel on! (Android),271376376332955648,495050493,everyone,271376376332955648,batrip naman. yung kantang yan pa yung pinatugtog nila. -___- #depressed,2012-11-21T22:15:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Samsung Mobile,271276928294588416,157413946,everyone,271276928294588416,@someuser tapos #DEPRESSED.HAHA. JOKE! Inom energy drink.,2012-11-21T15:40:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,286080397,
Twitter for iPad,271248098288869378,84985555,everyone,271248098288869378,Bumalik na naman yung feeling ... #depressed,2012-11-21T13:46:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
UberSocial for BlackBerry,271210017292709888,114709270,everyone,271210017292709888,Yindaba sthandwa sam?RT @someuser kuthiwan uma into inzima kanje... ay kuthi khala nxxxx #depressed to the max,2012-11-21T11:14:41.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web,271207608642322432,104807956,everyone,271207608642322432,kuthiwan uma into inzima kanje... ay kuthi khala nxxxx #depressed to the max,2012-11-21T11:05:07.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,270998103128162305,76922924,everyone,270998103128162305,haaaaaaaay.. anu ba talaga nangyayari sakin? bakit ba ang gulo-gulo? T____T #depressed #ill #melancholic,2012-11-20T21:12:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,270932156438695936,198095312,everyone,270932156438695936,"lagot nnman ako ke boss, sbe nya bwal daw mgcomp dhil maaga ggsing bkas. pasaway XD #Depressed",2012-11-20T16:50:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,270869436154650624,38977169,everyone,270869436154650624,Gusto ko ng kausap. #Depressed,2012-11-20T12:41:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,270736181803761665,391377993,everyone,270736181803761665,yung may sugat kamay ko kasi sinuntok ko yung wall kagabi #depressed,2012-11-20T03:51:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,270617270588411904,169110556,everyone,270617270588411904,@someuser #IHateYou idhr wo tag #kachra mujpe apply ho rha hai..#ThatsNotFair #sad #depressed #angry #frustrated @someuser plz tel him,2012-11-19T19:59:19.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,17098130,
Twitter Web Client,270585847739473920,348757214,everyone,270585847739473920,"` sa dinamidaming problema, mnsan di ko na kya ngumiti pa. :( #Depressed",2012-11-19T17:54:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Mac,270525300708884480,252004422,everyone,270525300708884480,"Sana may eject button or mabilisang exit yung buhay para madali na lang makaalis pag hindi mo na kaya. Oh well, nakakapagod kasi.#depressed",2012-11-19T13:53:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,270518935466676224,40450398,everyone,270519461889576960,"@someuser Hello rin sayo seatmate of my seatmate, haha :)) >:)< #depressed ako ngayon :)",2012-11-19T13:30:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '270518935466676224'}]",394418798,
Twitter Web Client,270489738421600256,591463190,everyone,270489738421600256,#DEPRESSED. Wala na akong ganang kumain at magreview.,2012-11-19T11:32:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,270321996167004162,801723390,everyone,270321996167004162,ginuwine - differences >>>>> #depressed #songofthenight #missinghim ,2012-11-19T00:26:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,"{'coordinates': {'type': 'Point', 'coordinates': [-71.09239261, 42.39392577]}, 'place_id': 'ae845a49091f2727'}"
Instagram,270163552722120706,380300965,everyone,270163552722120706,"Utang na loob, pag may size 9 kayong nakita, please pakisabi sakin! #size7 #depressed http://someurl",2012-11-18T13:56:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,270156320143966209,364035387,everyone,270156320143966209,I want an Akita named Hachi 😥 @someuser | #depressed,2012-11-18T13:27:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Samsung Mobile,270154256210874368,338312846,everyone,270154256210874368,Gagawa pa pala ako ng poem. Gaaahh this day turned out worse ;__; #sick #depressed #wth,2012-11-18T13:19:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,270057881515216897,242551935,everyone,270057881515216897,Nawala na lahat ng followers ko?!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Ibalik mo na please. :( #DEPRESSED,2012-11-18T06:56:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,269882205034139648,41665003,everyone,269882205034139648,Bitter na nga ung nasa TL Ko ngayon pati sa news feed ko? BITTER? #Depressed #Bitter,2012-11-17T19:18:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,269771815587561472,840955891,everyone,269771815587561472,Nawawalan na ako ng boses pero sige kain pa din ng chocolates =)))) #depressed =))),2012-11-17T11:59:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,269508110710865920,139654545,everyone,269508110710865920,Tagda si @someuser ni sturya kuno ang unlan niya! #crazy #depressed #teenager,2012-11-16T18:31:55.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,269498056175673344,319013467,everyone,269498056175673344,"Ah, ung USTET ba kamo? Ano... Kace.. Kinalimutan ko na yan eh, sorry. Next question please :| #depressed =))))",2012-11-16T17:51:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,269477596696293377,899452052,everyone,269480236624773120,@someuser @someuser @someuser Hahahha naka tulog na. #Depressed ata ang ate mo ehh XD,2012-11-16T16:41:09.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '269479981091004418'}]",572799109,
Twitter for BlackBerry®,269471993890476032,307870968,everyone,269471993890476032,Hayy nakoooo. #depressed,2012-11-16T16:08:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
TweetDeck,269455809585491968,820816717,everyone,269455809585491968,Haiz... Sino ba pwede ka-inuman? #Depressed,2012-11-16T15:04:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,269442255616618496,126448343,everyone,269442255616618496,@someuser Mag-lalasing na lang siguro ako para maka-tulog... Haiz... #Sad #Depressed#hulaan ko kung bakit hehhee,2012-11-16T14:10:14.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
TweetDeck,269441929006178306,820816717,everyone,269441929006178306,Mag-lalasing na lang siguro ako para maka-tulog... Haiz... #Sad #Depressed,2012-11-16T14:08:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,269436792430809090,202026716,everyone,269438311964241920,@someuser oo naman....kaso yung reklamo mo sa Shakeys :(((( bully pala yun #depressed oTL,2012-11-16T13:54:34.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '269436792430809090'}]",180355566,
TweetCaster for Android,269423876117757952,931949984,everyone,269423876117757952,Hindi ko naabutan si @someuser im late by 10mins kanina.. haay :( #frustrated #depressed,2012-11-16T12:57:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,269415102548148224,99631532,everyone,269415102548148224,#depressed Final Grades. :( wala na ang aim ko na maging laude?,2012-11-16T12:22:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,269382487480868865,30666692,everyone,269382487480868865,#angry and #depressed ! Sa off ko pa mbubuhos ang galit ko.  Ihanda na ang bote at baso ..tagay na lang sa Linggo! #TngNgBhayTo!!,2012-11-16T10:12:44.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
TweetDeck,269365171271639040,171852484,everyone,269373689370382337,@someuser HAHA! shocks naalala ko pa tuloy! /wrist #depressed,2012-11-16T09:37:46.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '269373130022203393'}]",80833280,
Mobile Web,269332172144525312,829088035,everyone,269371228719022080,@someuser yo etsang ec0n0mics mara? #depressed,2012-11-16T09:28:00.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '269332172144525312'}]",796546261,
Twitter for Android,269249815878189058,501308503,everyone,269249815878189058,Anyone wanna text Kalie ? #needsomeonetotalkto #depressed,2012-11-16T01:25:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,269184079507906561,303549355,everyone,269184079507906561,Bye javie 😔😢 @someuser #deployment #ninemonths #depressed wahh. http://someurl,2012-11-15T21:04:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,269109867539750913,50250789,everyone,269109867539750913,Paano ka makakatulog kung para ka prin natanggalan ng balunan. Tsssssh! #depressed,2012-11-15T16:09:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,269058540096847872,120852538,everyone,269058540096847872,"Papa: Tara, Alis tyo. Ako: Mamaya na, Nagluluksa pa ako. #DEPRESSED",2012-11-15T12:45:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,269057013730910208,421569755,everyone,269057013730910208,ayoko sana maniwala. pinipilit ko talaga. kaso ayan ka nanaman. haha! #doubtful #depressed #disappointed,2012-11-15T12:39:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,268947270530121729,79133041,everyone,268947270530121729,#kFine! Ako na talaga. :(( #STRESSED na. #DEPRESSED na. #NAGBAGO pa. San ka pa? T_T,2012-11-15T05:23:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,268708978211561473,98135593,everyone,268708978211561473,Di ko na alam gagawin ko :( Night! Lord sana po pagGising ko okay na :(( #Depressed,2012-11-14T13:36:27.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,268644395509768193,284971763,everyone,268644395509768193,"Gotta sleep .. #SleepyHead #Headache #Problems #depressed #LaslasDre . Haha. Last week pa ko ganto -,-",2012-11-14T09:19:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,268408174883786753,64379232,everyone,268408174883786753,#depressed #emo #jellyicechuchu #confuse #cryingbaby huhu T.T http://someurl,2012-11-13T17:41:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,268303242608386048,482168957,everyone,268303242608386048,Di ko napanuod buong game ng basketball boys namin <///3 #sad #depressed #suicidal,2012-11-13T10:44:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,268294050191380480,310258148,everyone,268294050191380480,Hay.. :( Idaan nalang sa DOTA at pag babasa ng Libro.. :( #Depressed wew,2012-11-13T10:07:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,268247019485802496,377649956,everyone,268247019485802496,gusto ko talagang manuod ng silver !! @someuser #depressed,2012-11-13T07:00:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,268118066364284931,944224310,everyone,268118066364284931,#hatescotland #depressed #whitehouse #takemeback #sunsunsun @someuser kaitlynx http://someurl,2012-11-12T22:28:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,267985271453270017,125072080,everyone,267986516800856064,@someuser @someuser MY HAIR. May mga awkward strands na nakalaglag sa harap and sobrang sabog sa likod. :(( #depressed,2012-11-12T13:45:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '267985730180104192'}]",285573054,
Twitter Web Client,267924662279864320,289387656,everyone,267924662279864320,Bumaba grades ko sa Geom. #Depressed #Disappointed,2012-11-12T09:39:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,267768049808056321,557524226,everyone,267768049808056321,Naman Lord! Of all people?? Di pa nga naguumpisa wasak na agad? #Depressed,2012-11-11T23:17:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,267692990087184385,301528335,everyone,267692990087184385,<--- magmo-mokmok sa dec 15..... maghahanap ng distraction... hahaiizz.... mayb ill go town TT^TT #depressed #BIGBANGALIVETOUR #London,2012-11-11T18:19:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Websites,267660820882792449,119622691,everyone,267660820882792449,Eto nanaman! Nakikinig nanaman ako ng ganito! HAHAHAHA! #Depressed nanaman ako. :))) http://someurl via @someuser,2012-11-11T16:11:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,267611053557444608,296356321,everyone,267611053557444608,Top 3 lang. :( Lalalala. Nababaliw na ko. Cant get over. #depressed?,2012-11-11T12:53:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,267508342845476864,184700946,everyone,267511526095720448,@someuser it hurts sistah! halo halo na yung problems ko.. #Depressed na talaga ako..,2012-11-11T06:18:12.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '267511073631006722'}]",298883858,
Twitter for BlackBerry®,267467024198926338,167387177,everyone,267467024198926338,Pa-repair nga po ng voice box.. |: Huhuhu. #depressed #manlyvoice,2012-11-11T03:21:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
@tweetitow,267237487473217536,277350977,everyone,267237487473217536,Lamon lang ng lamon. #Depressed #Stressed,2012-11-10T12:09:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,267162671395254273,545735760,everyone,267162671395254273,Kelan ko kaya matatapos ang research plan na to? #depressed,2012-11-10T07:11:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,267060390997942272,592971489,everyone,267060390997942272,#depressed mode....Lata tweepz hop yall stay #bless,2012-11-10T00:25:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
